name	lat	lon	amenity	shop
Kahve Dünyası	39.91893	32.827284	cafe	
Subway	39.9190894	32.8274999	fast_food	
DİYARZADE KÜNEFE, KATMER, BAKLAVA, VE TATLI	41.0108802	28.8714186	restaurant	
Fit House	40.9669421	29.0667525	restaurant	
SALT Fried Chicken	40.9670014	29.0667986	restaurant	
Starbucks	37.928159	40.1712476	cafe	
Migros	37.922375	40.1539019		supermarket
Kooperatif Market	37.9234783	40.135035		supermarket
01 Adana Kebap	37.9244787	40.1345452	restaurant	
Hacıbaba Pastanesi	37.9248548	40.1352792	cafe	
A101	37.9056695	40.153202		supermarket
A101	37.9108446	40.1485239		supermarket
Şok	37.9066544	40.1464652		supermarket
Şok	37.9056641	40.1530061		supermarket
Leman Kültür	36.5436278	32.0101882	cafe	
(isimsiz)	38.3061614	26.3636418	cafe	
ADAB Eski Usûl Meyhane	41.1104122	29.0405969	restaurant	
CarrefourSA mini	38.670553	26.7551206		convenience
Lemnos Cafe	38.6679607	26.7514492	restaurant	
Zeynep'in Elinden	38.6678667	26.7530713	restaurant	
İglos Cafe	37.9176643	41.1378151	cafe	
Pasaport Pizza	37.8908981	41.1296363	fast_food	
Seç	37.92271	41.1381345		supermarket
Anteplioğlu Baklavaları	37.9204571	41.1392436	cafe	
Öğretmenim Market	37.9234572	41.1382913		convenience
(isimsiz)	39.853463	32.6479311	restaurant	
Migros Jet	40.4665378	39.4628136		supermarket
Şok	40.4596816	39.4794692		supermarket
Ekmek firini	40.4574867	39.4829176		bakery
Migros	40.4502788	39.495193		supermarket
A101	40.4596665	39.4795166		supermarket
Ekmek	40.4359248	39.5146549		bakery
Dostlar Fırın	37.916571	41.1359425		bakery
Langusta Restaurant	38.2943723	26.2791114	restaurant	
A101	38.3670174	27.1931133		supermarket
Uncalı Migros MMM	36.8881878	30.6254096		supermarket
Asli Börek express	41.1148209	29.0582084	cafe	
Mandarins Dalyan	36.8338786	28.6418666	cafe	
Burger King	39.9407932	32.8550596	fast_food	
Ankara Döner	39.941109	32.8550566	restaurant	
Migros jet	36.7801189	35.8046774		supermarket
Kilpa	41.0008476	39.6955143		supermarket
N-Yıldız	41.0016111	39.6957445		convenience
Manyak Pilavcı	41.3296741	27.9789836	restaurant	
(isimsiz)	40.6695246	39.1395216		convenience
Mersinli Ciğerci Bahattin	40.7587829	30.3640747	restaurant	
Sınarcık Kafe	41.949061	34.0128803	cafe	
Toros dondurma	40.7643453	29.8467955	ice_cream	
ARTI Market	40.7646124	29.8462672		convenience
Maras Dövme Dondurma	41.0473951	28.935826	cafe	
A101	39.9813639	32.8224205		supermarket
Eski Bahçe Kafe	38.3868902	27.1751023	cafe	
Gali kafe	38.3866059	27.175119	cafe	
BİM	40.2897516	38.4238672		supermarket
Ekmek	40.29215	38.4243941		bakery
A101	40.2884816	38.4240368		supermarket
Şok	40.2925981	38.4243807		supermarket
Köfteci Yusuf	41.0381264	28.9834623	restaurant	
Palmiye Et Lokantası	40.9807803	29.0511621	restaurant	
Münhasir Döner & Kebap	41.0342044	28.9788126	restaurant	
A101	41.3293187	27.9914414		supermarket
Hicret Unlu Mamülleri	41.3276176	27.9941538		bakery
Çamlıca Gıda Market	41.3292601	27.9939654		convenience
Miss Börek ve Pide Salonu	41.3281344	27.9934286	fast_food	
Bayramoğulları Trabzon Ekmeği	41.3298846	27.9912791		bakery
Sağdıç Market	41.3302375	27.9887092		convenience
(isimsiz)	39.9178152	32.8569518		convenience
Coffy	39.9179034	32.8573871	restaurant	
(isimsiz)	39.9175623	32.8558016		bakery
Colambia Coffee	39.9176594	32.8563272	cafe	
Carmelo Coffee	39.9180267	32.8555687	cafe	
Ganita Çay Bahçesi	41.0079418	39.7340344	cafe	
Taşköprü Belediyesi Sosyal Tesisleri	40.6792573	29.3912523	cafe	
Kilpa	40.9951032	39.669395		supermarket
Kilpa Baguna	40.9952275	39.6698585		supermarket
(isimsiz)	40.9951957	39.6697616	cafe	
Perle Taste & Drink	40.9946267	39.6666584	cafe	
Altunbilekler	39.8612488	32.6429436		supermarket
AlengiR Cafe	41.0232981	28.9606528	cafe	
Tedaşın Ünlü Kokoreçiçsi Yakup Usta	40.9923384	29.0309839	fast_food	
Площадь со стритфудом	41.0487424	29.0265113	cafe	
Başköy Sürüm Market & Manav	40.6264378	37.9635172		convenience
Restaurant	40.8392863	39.794148	restaurant	
Karaköy Balikpapan Evi	41.0219936	28.973468	fast_food	
Güzel Ordu Çambaşı Meydan Fırını	40.6257389	37.9657452		bakery
A101	40.6260042	37.9633259		supermarket
Akça Gıda	40.8285133	35.6489739		convenience
Somoncu Baba Ekmek Fırını	40.7639629	29.8472021		bakery
Çınar Ekmek Fırını	40.7631993	29.84819		bakery
Yeşil Ordu Ekmek Fırını	40.7650653	29.8457508		bakery
Azak Kıraathane	40.764859	29.8461146		coffee
Komagene Çiğköftecisi	40.7635996	29.8473932	food_court	
Bayburtlu Velinin Yeri	40.7627894	29.848501		coffee
Emir Kasap Steakhouse	40.9359635	29.3676557	restaurant	
Popeyes	38.4278296	27.1406552	fast_food	
Kasaba Garden	40.1518269	28.974675	restaurant	
A101	40.4615971	37.7750344		supermarket
A101	40.4611804	37.7731463		supermarket
Hayal Restaurant	41.0170141	28.9732355	fast_food	
Mercan Market Tekel	40.9797951	29.0515855		convenience
Dr. Falafel	39.9173491	32.8575731	restaurant	
Ciğerci Xale Meheme	37.9150257	40.2356294	restaurant	
Tarım Kredi Kooperatif Market	36.5909863	30.5385366		convenience
Dönerci Mehmet Usta	40.9753578	29.0528754	restaurant	
Organik Bakkal	40.9753187	29.0529679		supermarket
Lezzet Balık	38.4190765	27.1320558	fast_food	
Meydan 1957	39.9372887	32.8638863	fast_food	
Müze'nin Kahvesi	39.9385917	32.8621545	cafe	
BİM	40.7780094	29.9147096		supermarket
Nutat Çikolata	40.7779454	29.9144253		confectionery
Бар Asrın Beach Hotel	36.5999818	31.8016346	bar	
ZeytinDalı Kır Bahçesi	41.112243	28.2986084	restaurant	
(isimsiz)	40.5034204	37.5407442		convenience
Çıtır Fırın	41.0156649	29.0750663		bakery
Şok	41.0129767	29.0754149		supermarket
Küçük Çamlıca Hancı Aile Çay Bahçesi	41.0160044	29.0628446	cafe	
(isimsiz)	38.486218	43.366256	restaurant	
Zoo	40.9876721	29.0258516	restaurant	
Şok	36.9974009	34.5732986		supermarket
A101	36.9975607	34.5738		supermarket
Lezzet Lokantası	36.8378441	28.7647818	restaurant	
Caribou Coffee	40.9691648	29.0370429	cafe	
Payyar Ocakbaşı	40.9711516	29.0390594	restaurant	
Homemade	40.9727861	29.0404859	restaurant	
Özgen Tekel	40.9719472	29.0523651		convenience
Yerfıstığı Market	40.9684533	29.0712811		convenience
Metet Közde Döner	40.971902	29.0521345	restaurant	
Karadeniz Market	40.972958	29.0407956		convenience
BIM mini	40.6261452	37.2968664		supermarket
Burger King	39.9344889	32.8432358	fast_food	
Popeyes	39.9345878	32.8432169	fast_food	
Gülistan Kuruyemiş	37.8807574	41.1251123		convenience
Rest mersin	36.7992014	34.6279856	restaurant	
Argos	40.1294905	25.9421447	restaurant	
Ağa Döner	36.6228559	29.1261122	fast_food	
(isimsiz)	36.6181675	29.1469963	fast_food	
Tüylüoğlu	40.9647828	29.0865632		bakery
RUB	40.9602599	29.0832126	restaurant	
Shake Shack	40.9621843	29.0773763	fast_food	
Dibek Pastanesi	40.9668178	29.0739004	cafe	
Çağdaş	39.8550539	32.6569094		supermarket
Cazilar Deresi	40.8323814	39.8197556	restaurant	
Tekel Ekmek Firini	40.5878681	36.9706988		bakery
BİM	40.589233	36.9623288		supermarket
Migros	40.5905171	36.9439823		supermarket
Balikçi Korkmazlar	39.6485675	27.8844259	restaurant	
Lezzet-i Halis Gurme - Şarküteri	39.8565991	32.6454995	restaurant	
DocoSushi	41.0075788	39.7220915	restaurant	
Duty Free	41.7185483	26.3622558		convenience
Gar Büfe	41.7184929	26.3626308	cafe	
(isimsiz)	40.9895948	29.0301123	restaurant	
(isimsiz)	38.42507	43.2943635		convenience
Van Belediyesi Sosyal Tesisleri	38.4254847	43.2945122	restaurant	
61A - A101	37.0447494	35.2971867		supermarket
57A - Şok	37.0444142	35.2974451		supermarket
The Coff's	40.9550994	29.0985072	cafe	
di'Verso Coffee	40.9546375	29.0979797	cafe	
Noxus Chocolate & Coffee	40.954379	29.0976778	cafe	
UwUcado Coffee	40.9544742	29.0977873	cafe	
Hacıoğlu Kebapçısı	38.4232628	43.2924517	restaurant	
Sahan	40.9272021	29.3119661	restaurant	
Big Chefs	40.92742	29.3127015	restaurant	
Pizza Rucola	40.9270415	29.3122602	restaurant	
Colombia Coffee	40.9276363	29.3134646	cafe	
Rumeli İşkembecisi	36.837763	28.762967	restaurant	
Hook Balık	40.9279435	29.3130761	restaurant	
Gardaş Cag Kebap	40.9277537	29.3120498	restaurant	
Günaydın Köfte Döner	40.927929	29.3125299	restaurant	
Etçi	38.4995524	43.3877113	restaurant	
(isimsiz)	36.4514779	30.4311624		convenience
Nokta 65 Büfe	38.4983327	43.3953931	fast_food	
Royal Koç Çağ	38.5049678	43.374218	restaurant	
(isimsiz)	38.4017519	27.1088089		convenience
İntiba Döner	41.0028249	29.0434584	restaurant	
Ünseli	38.5006192	43.3998803		bakery
Baklavaci Şanliurfa	38.4998218	43.3996315		bakery
Başak Lavaş	38.4988957	43.3994422		bakery
Özel Lahmacun Kebap	38.5001413	43.3997506	fast_food	
Elit Pasta & Café	38.4993472	43.3996453	cafe	
Özgür Pastanesi	38.5003748	43.3998452		bakery
Can Pide	38.4993837	43.3992903	fast_food	
Develi	38.4984655	43.399137	fast_food	
(isimsiz)	38.4084405	27.1165695	cafe	
(isimsiz)	38.414336	27.1457426	cafe	
Özgür Pastanesi	38.5005392	43.3998504		bakery
İkizler	38.5031591	43.4003794	fast_food	
Sarıyer Börekçisi	38.5018621	43.3999489		bakery
Grand Pizza	38.5026877	43.4001823	fast_food	
Kumsal Market	38.4077613	27.1124854		convenience
Şok Mini	38.4076979	27.1118041		convenience
Migros	39.9498692	32.8309194		supermarket
MM Migros	39.8868334	32.9333859		supermarket
Carrefour	39.8875048	32.9326223		supermarket
Migros	39.8555081	33.4827923		supermarket
Sarıaslan Market	37.0324877	27.4391431		convenience
BİM	37.0340532	27.4359621		supermarket
Demeter Market	37.0322299	27.4396235		convenience
Hotel Istanköy Bar	37.033165	27.4379155	pub	
Yeni Bodrum Ocakbaşı	37.0329142	27.4381863	fast_food	
BİM	37.0307625	27.4413298		supermarket
Tual Börek	37.0348353	27.4360876		bakery
Çınar Market	39.913044	32.8591736		convenience
Süha  Döner & Köfteci	39.9130997	32.8594789	restaurant	
Değirmen Cafe	40.9931531	29.1278659	cafe	
Wanted Chicken	36.8412392	28.7673311	fast_food	
Hayıt Kitap Cafe	36.8400556	28.7614659	cafe	
CarrefourSA	40.9985467	29.1007064		supermarket
Harbi Döner	36.8395904	28.7628982	fast_food	
Hayal'im Fast Food	36.8395636	28.7629513	fast_food	
Olgun Döner	36.839335	28.7627797	fast_food	
Mimoza	36.8383398	28.7653259	fast_food	
Et-İz	36.8382134	28.765567	fast_food	
Tadım Cafe	36.8364034	28.763437	cafe	
Scarlet	36.8365868	28.7674687	cafe	
Urfa Yörem Baklavaları	36.8378309	28.7677894		confectionery
Uygun Market	36.8367807	28.7675362		convenience
Kukis	41.0076879	29.0497777	cafe	
Kukis Bahçe	41.0078113	29.0498748	cafe	
Acar Unlu Mamulleri	38.4975134	27.0883525		bakery
Evka-2 Market	38.4997853	27.0822358		convenience
Salkim sögüt	38.2852351	26.3756165	restaurant	
(isimsiz)	38.2814247	26.3736793	ice_cream	
(isimsiz)	38.40569	27.1056013		convenience
Seyhanlar Market	40.1802931	28.7444932		supermarket
A.101	40.0213226	34.609329		supermarket
Ekmek	40.0214042	34.6092367		bakery
Tike Restoran	41.0868123	29.0318827	restaurant	
Anna	36.2361303	29.6946205	restaurant	
Banaz Et Mangal	38.73372	29.7442636	restaurant	
A101	38.7419575	29.7501614		supermarket
BİM	38.7411808	29.7501376		supermarket
Egeşok	38.7409339	29.7496011		supermarket
BANAZ SHOP	38.7367832	29.7464787		convenience
Migros Jet	37.836948	27.2604218		supermarket
Migros	41.002007	29.1414868		supermarket
BigChefs	41.0015882	29.1409894	restaurant	
Migros	37.8356607	27.258517		supermarket
BİM	37.8323541	27.2586899		supermarket
Ada Market	37.8326741	27.2585551		supermarket
Oktaş Kuruyemiş	36.7913798	31.4159902		supermarket
Swift Ajans	36.7843883	31.4582069		supermarket
Potage Moda (soups)	40.9849415	29.0265632	cafe	
BİM	38.4633226	27.1153707		supermarket
BİM	38.4575943	27.1194911		supermarket
Şok	38.4577438	27.1195694		supermarket
(isimsiz)	39.466491	26.9308698		convenience
(isimsiz)	39.4661284	26.9307077	fast_food	
Göker Market	37.8412704	27.2597597		convenience
Aslım Ada Market	37.8460808	27.2612514		convenience
Görkem Market	37.849226	27.2610396		convenience
Carrefour	37.8460003	27.2624745		supermarket
Liva - Fırın & Cafe	37.8440665	27.2649234		bakery
Tostçu Baba	36.836712	28.7663589	fast_food	
Balım	36.8361879	28.7661307	fast_food	
Doyuran Pide ve Pizza	36.8364133	28.7652665	fast_food	
İkram Börek Salonu	36.8367263	28.7657749	fast_food	
Kale Pide	36.8361979	28.7644567	fast_food	
Candan Tost Evi	36.8363408	28.7645438	fast_food	
Çarıkçılar Market	36.8359449	28.7642461		convenience
Mini Mola	36.8351985	28.7642981	fast_food	
Kebapçım	36.8352636	28.7645135	fast_food	
Baysallar Et&Balık	36.8353733	28.7645587	restaurant	
Enişte Balık&Restoran	36.8354257	28.7643929	restaurant	seafood
Turam ekmek	40.1681743	34.8423349		bakery
Kayi Döner	40.5297387	34.9533092	fast_food	
Göcek Alaturka Cafe & Restaurant	36.754933	28.9402941	restaurant	
(isimsiz)	40.2344636	34.6974406		convenience
BİM	40.1688392	34.8389973		supermarket
BİM	40.1693948	34.8457216		supermarket
Carrefour	40.1682173	34.8422562		supermarket
A101	40.1681067	34.8423916		supermarket
Şok	40.5305784	34.9530309		supermarket
A101	40.1691454	34.8396084		supermarket
Şok	40.168911	34.8394056		supermarket
BIM	40.5297072	34.9528238		supermarket
Osmanli	40.1691587	34.8391172		bakery
Taner Börek	40.9840731	29.0390704	restaurant	
Şok	40.9840359	29.0387989		supermarket
Moda Mey Tekel	40.9840216	29.0390123		convenience
Üsküp Köfte	40.9842035	29.0389107	restaurant	
CarrefourSA	40.9836304	29.0391706		supermarket
Mopaş	40.9839515	29.0387249		supermarket
İstanbul Halk Ekmek	40.9838818	29.0395792		bakery
Navi Alem Cafe Bar Butik Restaurant	36.5656169	36.1117559	cafe	
SEÇ	38.7403198	29.7509605		supermarket
artcafe	37.8613261	27.2571357	cafe	
Kirmizi Pub	38.3272947	26.2987638	pub	
(isimsiz)	40.9750328	29.0527655	cafe	
Oşifa Çiğköfte	40.9747453	29.0532036	restaurant	
Gün Mar	37.8520121	41.1002786		supermarket
Lavanta Cafe	37.9029097	41.1321952	cafe	
Kıyı Restaurant Alabalık	37.7974892	37.6611125	restaurant	
Satom cafe	37.795346	37.6602872	cafe	
Pomm Chicken	36.8396834	28.763704	fast_food	
Ortaca Börek	36.8427701	28.7571092	fast_food	
Bob Cafe	36.8434612	28.7555728	cafe	
Ontaş Gözleme	36.8300651	28.7652481	fast_food	
Meydan Lokantası	36.8443498	28.7546447	restaurant	
Çınar Kebap Evi	36.8442318	28.7539924	fast_food	
Yelkoma Balık	37.040117	35.3074137	restaurant	
Yelkoma Balık	37.0401079	35.3072545	restaurant	
Afilli Balık	37.040206	35.307404	restaurant	
Yağlar Kebap	37.0402406	35.3070182	restaurant	
Gürmar	38.4608325	27.2017961		supermarket
Lezize Ev Yemekleri	38.4641694	27.2161517	restaurant	
Sultan Gıda	38.4605615	27.2167601		convenience
Ohannes Burger	38.4604006	27.2145681	fast_food	
Tayfalı	38.4616856	27.2048799	fast_food	
Samsun Pide Evi	38.4632811	27.2129884	restaurant	
Grissini Cafe Patisserie	38.4640824	27.2144368	cafe	
Komagene	38.4645887	27.2168156	fast_food	
3E Antakya Döner	38.460174	27.214357	fast_food	
Bereket Döner	38.4597687	27.2135369	fast_food	
Being Coffee	38.4636238	27.2151275	cafe	
Cafe Sis	38.4617515	27.2160664	cafe	
Çıtır Pide Kebap Pizza Çorba	38.4598408	27.2135899	restaurant	
Tekelika	38.4594196	27.1922685		convenience
Yağbasan Şarküteri	38.4637435	27.2153494		convenience
Edem	38.4631522	27.2154837	fast_food	
Soupa	38.459613	27.2134397	restaurant	
Çorbahan	38.4560865	27.1805987	restaurant	
En Gözde Et Döner	38.4557978	27.1785985	restaurant	
Beri Blues	38.4596834	27.2134858	bar	
Domino's	38.4564462	27.1831428	fast_food	
Ege Yükselen Kuruyemiş	38.463179	27.2113436		convenience
Lux Bornova Un Ürünleri	38.4645884	27.2149927		bakery
Karayel	38.4597985	27.2133614	cafe	
Luci	38.4605833	27.2155273	cafe	
Silent Cafe	38.4643489	27.2160961	cafe	
Dunno Coffee Co.	38.4642955	27.2159818	cafe	
Parizyen	38.4641866	27.2157994	cafe	
The North Irish Pub	38.4634822	27.2155647	pub	
Corner Shop Market	37.8580061	27.2574811		convenience
Cafe Roma	37.8625848	27.259892	cafe	
Coze Beach & Seafood	38.3328458	26.3868006	cafe	
Ankamar	41.0507995	37.4795669		convenience
BİM	36.9152699	30.6462197		supermarket
Şok	36.9149589	30.6462465		supermarket
Şok	36.9127672	30.6517557		supermarket
Seç	36.9128294	30.652687		convenience
BİM	36.9156924	30.6544709		supermarket
Tahtakale Spot	36.9157036	30.656506		supermarket
A101	36.915724	30.6591466		supermarket
(isimsiz)	36.9149235	30.6628443		convenience
Şok	36.9148509	30.6631284		supermarket
(isimsiz)	36.9125181	30.6499728		convenience
Tahtakale Spot	36.9144592	30.644742		supermarket
A101	36.9137832	30.6447668		supermarket
Starbucks	36.9072011	30.6643857	cafe	
(isimsiz)	41.0497143	29.0222433		convenience
Ata Mini Market	37.8339881	27.2620245		convenience
Ada Market	37.8333768	27.265285		convenience
Migros	41.0549569	28.9818898		supermarket
Coffee Department	41.0541915	28.9952373	cafe	
Supper	41.0515865	28.9965953	cafe	
Şok Market	39.4010909	30.0138077		supermarket
Sultan Market	39.4025092	30.0122252		supermarket
Lebanon	36.199674	36.1608801	restaurant	
Kafe	36.2047392	36.154372	cafe	
Keskin restaurant	38.374334	34.7340377	restaurant	
Tepsi Ciğer Kebap	37.8808614	41.1255637	restaurant	
Hostam Lahmacun	37.8808199	41.1254766	restaurant	
MMM Migros	40.9913949	29.2311614		supermarket
Caffè Nero	40.9918699	29.2307616	cafe	
Emminin Yeri Çay Kahve Salonu	39.4001811	30.0187152	cafe	
Beyoğlu Börek	39.4001206	30.0189419	cafe	
Atakent Pide	39.4000951	30.0190418	restaurant	
BİM	39.4000036	30.0192356		supermarket
Tarım Kredi Kooperatif Market	39.3999685	30.0193727		supermarket
Tarihi Kütahya Konağı Doğal Ev Ürünleri	39.3999454	30.0194716		supermarket
A101	39.3985555	30.0208565		supermarket
Dörtyol Market	39.4000622	30.0156383		convenience
Migros	39.4012446	30.0155298		supermarket
Komagene	37.0440942	35.3016432	fast_food	
Tavuk Dünyası	40.9917558	29.231039	fast_food	
CarrefourSA	37.0172188	35.2412268		supermarket
Bahtiyar Büfe	41.1447278	27.8046344		convenience
A101	41.1449138	27.8046341		supermarket
Çiçek Pide Börek	41.1565668	27.7988818		bakery
Çiçek Pide Börek	41.1564541	27.7994905	fast_food	bakery
Oses Çiğköfte	41.1564637	27.7994375	fast_food	
Kılınçlar Pide & Börek	41.1564793	27.7993356	restaurant	
Beyzam Ekmek Arası Kahvaltı	41.1565147	27.7992678	fast_food	
Katıkçı Döner	41.1565498	27.7990771	fast_food	
Bang	41.032629	28.984104	cafe	
(isimsiz)	37.8839671	41.1257864		bakery
Taksim Bahçivan	41.0338423	28.979088	restaurant	
Ömür Market	37.8647978	27.2629235		convenience
Bizim Market	37.8652544	27.2664445		convenience
(isimsiz)	36.5980475	30.5656059	cafe	
Istranca Rumeli Balkan Köftecisi	41.2781737	28.0143218	restaurant	
Çözüm Market	41.2812562	28.014142		convenience
A101	41.2779842	28.0141069		supermarket
Aba Tantuni	41.2786202	28.0143027	fast_food	
Karkayalar Dondurma	41.2821394	28.0069721	ice_cream	
ŞOK	41.2769651	28.0135829		supermarket
Mavi 59	41.277848	28.013828		convenience
Temin Market	41.282174	28.013485		convenience
Hot Döner	41.2872239	28.0013787	fast_food	
Ziyafet Çiğköftecisi	41.2786504	28.0142938	fast_food	
Çakraz Balık ve Karadeniz Mutfağı	39.9001826	32.8175521	restaurant	
Begendik	39.9050128	32.8174937		supermarket
Hamsi	39.9058365	32.8163881	restaurant	
Migros	39.9203324	32.8626939		supermarket
Dolunay Steak House	37.8609757	27.2562561	restaurant	
Ada 09 Market	37.8567004	27.2641379		convenience
Yılmaz Market	37.8551468	27.2671674		convenience
Çamlık Market	41.1793995	28.8935835		convenience
Starbucks	41.1788949	28.8841514	cafe	
Ofluoğlu Fırın	41.17954	28.8936838		bakery
Tadım Dondurma	41.1796089	28.8935269	ice_cream	
Zürafa no 203	40.9739718	29.0556437	restaurant	
Sinop Mantı	40.9738896	29.0557756	restaurant	
Bedri Usta Çiftehavuzlar Pide & Lahmacun	40.9737145	29.0561485	restaurant	
(isimsiz)	36.6641574	31.6513562	restaurant	
À la carte	36.6637459	31.650614	restaurant	
Durak Çay Bahçesi	36.8890042	30.7050288	cafe	
Değirmen Simit	36.8890773	30.7051887	restaurant	
Tekne	36.8891198	30.7052666		bakery
Nox	41.0252079	28.9795738	bar	
Erdem Market	37.8619891	41.124629		convenience
(isimsiz)	36.4127376	32.1719521		convenience
Kahve Köşesi	40.9887525	29.0250266	cafe	
Tatlıcı Ali Usta	41.3326231	27.9799688		confectionery
BİM	40.8790228	35.4596519		supermarket
A101	40.4620838	39.4663778		supermarket
Şok	40.9369147	40.0592801		supermarket
Şok	40.3229961	38.761137		supermarket
BİM	40.3206206	38.7632757		supermarket
Ganita	40.95382	39.9235209		bakery
BİM	40.3186488	36.5540223		supermarket
Ekmek	40.8772659	35.460548		bakery
Migros	40.869475	35.4649917		supermarket
A101	40.8563402	34.8142602		supermarket
BIM	40.856244	34.8146288		supermarket
A101	40.9794096	34.7906872		supermarket
Ekmek	40.3209672	38.7637431		bakery
Kadıköy Sahne	40.9903414	29.0277978	bar	
Cetem Kafe	36.8404421	28.7655818	cafe	
Çiğköfteci Ömer Usta	36.8383442	28.765152	fast_food	
İzmir Sandviç	36.8366189	28.7659662	fast_food	
Türkmen Sofrası	36.8365741	28.7657179	restaurant	
Kumrucu	36.5418801	31.9972513	fast_food	
Teperas	39.3974597	30.0194496	cafe	
Köy Sofrası	37.8303879	27.37397	restaurant	
Şok	40.7641966	29.8465429		supermarket
A101	40.7640256	29.8461847		supermarket
Hakmar Express	40.7635062	29.8442851		supermarket
A101	40.7647738	29.842897		supermarket
Meydan Ekmek Fırını	40.7648636	29.8427228		bakery
Murat'ın yeri	40.7649731	29.8427191	food_court	
Bedesten Market	40.7650938	29.8426598		convenience
AKIN MARKET	40.7637104	29.8422296		convenience
CaddeKatık	40.7629035	29.8483624	food_court	
Atakent Pidecim	39.4000246	30.0156536	restaurant	
BİM	41.3223262	27.9762551		supermarket
Lider Çorba ve Izgara	41.3337541	27.9692783	restaurant	
Kahve	41.3273701	27.9722393	cafe	
Tunç Tekel Şarküteri	41.3146976	27.9767188		convenience
Akpınar Tekel Bayii	41.3336745	27.9691928		convenience
Gül Market	41.3272333	27.9720547		convenience
BİM	40.7648475	29.8515991		supermarket
BİM	40.7621732	29.8493068		supermarket
A101	40.7639951	29.8527188		supermarket
A101	40.7622665	29.849202		supermarket
Hakmar	40.7613751	29.8500585		supermarket
Şok	40.7652535	29.8529978		supermarket
Kadirin Yeri Çenesuyu ÇAY EVİ	40.7621454	29.8495745		tea
Çenesuyu Simit Sarayı	40.7623937	29.8492802		bakery
Umut Pide&Lahmacun Salonu	40.7623211	29.8491197	food_court	
Çenesuyu Kıraathanesi	40.7617162	29.8497303		coffee
Şahin Izgara BOLU Yemek Salonu	40.7619044	29.8492373	food_court	
Park Kıraathanesi	40.762624	29.8496401		coffee
Adıyaman Çiğköftecisi Yasin'in Yeri	40.7637513	29.8472004	food_court	
Gazi Babanın Yeri	41.3165527	27.980641	restaurant	
Kantin	37.7879079	41.0625153	cafe	
Kantin	37.789066	41.0624909	cafe	
Nano Burger Arsuz	36.4129575	35.890739	fast_food	
Migros	40.9886572	27.5767342		supermarket
Çiğköftem	40.988737	27.5768958	fast_food	
(isimsiz)	41.0018785	27.664102		
(isimsiz)	41.0018709	27.6642485		
(isimsiz)	41.0019486	27.6641089		
Migros	40.2078586	29.0195182		supermarket
Pizza Hut	40.20632	29.0242092	fast_food	
MOD Italiana	40.2066708	29.0235155	restaurant	
Şok	40.2071737	29.0235671		supermarket
Kükürtlü Fırını	40.2069767	29.0239737		bakery
(isimsiz)	40.2066106	29.0235034	fast_food	
Tostçu Ali	40.2078281	29.0212904	fast_food	
Beykapı Kebap	40.2054138	29.0256628	restaurant	
COI Pizza	40.2052636	29.025787	restaurant	
Migros Jet	40.2026082	29.031783		supermarket
Keyfet Sahne	40.2029322	29.0308107	bar	
Kim market	41.0583206	29.069651		convenience
Smak	36.5437373	31.988187	cafe	
(isimsiz)	36.5790781	29.0854797	restaurant	
Ziytin Kasap Restaurant	36.5793906	29.0837393	restaurant	
Çikot ekmek	40.2484829	40.2315047		bakery
Şok	39.7033111	42.1469797		supermarket
A101	39.0214497	43.3762214		supermarket
Ekmek	39.2350181	42.8616652		bakery
Şok	40.2484198	40.2315939		supermarket
(isimsiz)	39.026753	43.3617818		bakery
BİM	40.2461398	40.2334173		supermarket
Şok	39.0216592	43.3756382		supermarket
Şok	39.7012864	42.1412723		supermarket
Kooperatif	39.6969624	42.1370227		supermarket
Köy Kahvesi	41.1052076	37.6503698	cafe	
Duran Ekmek Fırını	41.0856141	37.6362106		bakery
Ekomini	41.0861997	37.6364806		convenience
A101	38.5016341	43.369298		supermarket
Şok	38.5015416	43.3698285		supermarket
BİM	38.501503	43.3706645		supermarket
Can Can Süpermarket	39.8768184	32.8413443		supermarket
Backhouse Grunge&Rock Bar	39.9227454	32.8560311	bar	
No:19 Art Caffé	38.0152948	27.1001045	cafe	
Fatih pide	38.3250559	26.3042718	restaurant	
BİM	41.1836441	27.7613494		supermarket
İMPARATOR KOKOREÇ	37.0014374	35.3262117	restaurant	
A101	37.0480472	35.2947198		supermarket
Şok	38.1974264	26.8366785		supermarket
Migros	38.2105008	26.8305663		supermarket
A101	38.1957452	26.833889		supermarket
Mavi Değirmen	38.0853728	26.8626827	cafe	
Şok	38.2077335	26.8303155		supermarket
BİM	38.2105566	26.830587		supermarket
Pablo Artisan Coffee	38.2101563	26.8305222	cafe	
(isimsiz)	38.1951662	26.8352367	cafe	
(isimsiz)	38.1958403	26.8383928	cafe	
Migros	38.1936142	26.833927		supermarket
Başdaş	38.1949388	26.8352279		supermarket
(isimsiz)	38.1939456	26.8374782	cafe	
Ekonomi	37.2157464	38.764392		convenience
Doğa Market	37.2169601	38.7644991		convenience
Kayıkçıoğlu Unlu Mamülleri	41.1844623	27.7629074		bakery
Çiğköfteci	41.1842643	27.762223	restaurant	
Udo Dondurma	41.1852405	27.7637635	cafe	
Beyda Gıda	41.185138	27.7636406		supermarket
Koali	41.0264507	28.9783222	restaurant	
Girit Pastanesi, Meşhur Bademli Kazandibi	38.3218331	26.7644266		confectionery
Harman	38.2849756	26.3762964	bar	
Yomumu	38.2849008	26.3763093	ice_cream	
BEX Coffee	40.9915121	29.2304795	cafe	
